,text,polarity,subjectivity,sentiment,neg,neu,pos,compound
813,dose vaccinated thankyoulord astrazeneca resbakuna mall asia pasay city metro manila,0.0,0.0,neutral,0.0,1.0,0.0,0.0
816,vaccinated resbakuna vaccinated,0.0,0.0,neutral,0.0,1.0,0.0,0.0
817,realize world protected from covid this number jabs administered last july 2021,0.0,0.06666666666666667,neutral,0.0,1.0,0.0,0.0
818,today philippines received total vaccine doses which sinovac vaccines account,0.0,0.75,neutral,0.0,1.0,0.0,0.0
820,panawagan pangulong rodrigo duterte mamamayan maniwala importansya bakuna resbakuna bidabakunation,0.0,0.0,neutral,0.0,1.0,0.0,0.0
824,resbakuna champion bidabakunation bidasolusyon explainexplainexplain,0.0,0.0,neutral,0.0,1.0,0.0,0.0
825,naconvince rajud nako mama resbakuna,0.0,0.0,neutral,0.0,1.0,0.0,0.0
826,rolled sleeve done thank antipolo taxpayers fully vaccinated,0.0,0.0,positive,,,,
829,deaths means vaccines working getvaccinated resbakuna,0.0,0.0,neutral,0.0,1.0,0.0,0.0
832,look with total doses vaccine administered philippines ranks 25th countries,0.0,0.75,neutral,0.0,1.0,0.0,0.0
833,watch more than 500k doses government procured pfizer biontech anti covid vaccines arrived philippines,0.5,0.5,neutral,0.0,1.0,0.0,0.0
836,ready become zombies resbakuna,0.2,0.5,neutral,0.0,1.0,0.0,0.0
840,para matatag pagsasama resbakuna resbakuna kasangga bida sama sama tayo,0.0,0.0,neutral,0.0,1.0,0.0,0.0
841,second dose fully vaxxed vaks overusedcaption yourselves vaccinated have chance,0.0,0.0,positive,,,,
844,dose bakunation resbakuna protektado iamvaccinated,0.0,0.0,neutral,0.0,1.0,0.0,0.0
846,vaccinated thankz resbakuna,0.0,0.0,negative,0.0,1.0,0.0,0.0
856,government aims inoculate million within year achieve population protection amid covid pand,0.0,0.0,neutral,0.0,1.0,0.0,0.0
867,very good taga bacolod kamadu gusto vaccine good bacolodnons resbakuna getvaccinatednow,0.8049999999999999,0.6900000000000002,negative,,,,
868,susuko ilong kakaswab dose next week astrazeneca resbakuna,0.0,0.0,neutral,0.0,1.0,0.0,0.0
871,resbakuna covidvaccination,0.0,0.0,neutral,0.0,1.0,0.0,0.0
872,500k pilipino will protected from covid19 kudos thank,0.0,0.0,neutral,0.0,1.0,0.0,0.0
875,vaccinated beat covid together will heal resbakuna vaccinationdone covid,0.0,0.0,neutral,0.0,1.0,0.0,0.0
878,freebie alert gives free glass iced when order worth fullyvaccinated,0.35,0.45,positive,,,,
879,fully vaccinated still ready fucc getvaccinatednow resbakuna,0.2,0.5,neutral,0.0,1.0,0.0,0.0
880,grabe haba pila dito vaccination site manda umabot fourth floor nung school pero,0.0,0.0,neutral,0.0,1.0,0.0,0.0
882,first dose tagal nating hinintay resbakuna a4category,0.25,0.3333333333333333,neutral,0.0,1.0,0.0,0.0
883,fully vaccinated resbakuna getvaccinatednow vaccineswork,0.0,0.0,neutral,0.0,1.0,0.0,0.0
884,number jabs administered last july 2021 record high national vaccination camp,0.08,0.3033333333333333,neutral,0.0,1.0,0.0,0.0
885,almost every death from covid adults among unvaccinated protect yourself vaccinated your local,0.0,0.0,negative,,,,
886,fully vaxxed soooooo kung agam agam kayo pagbabakuna magbasa basa credible source para mawala,0.4,0.7,neutral,0.0,1.0,0.0,0.0
889,done with first dose sinovac resbakuna getvaccinated,0.25,0.3333333333333333,neutral,0.0,1.0,0.0,0.0
890,kapitan this deserves best vaccine vaccine available sana lahat celeb,0.7,0.35,positive,,,,
892,fully vaxxed soooooo kung agam agam kayo pagbabakuna magbasa basa credible source para mawa,0.4,0.7,neutral,0.0,1.0,0.0,0.0
896,feel relieved tagal nating hinintay hesitate your covid shot safe effec,0.5,0.5,neutral,0.0,1.0,0.0,0.0
898,tingnan doses janssen vaccine para senior citizens persons with morbidities ginaga,0.0,0.0,neutral,0.0,1.0,0.0,0.0
901,kudos charlie galvez salamat duterte administration dutertepalakpak,0.0,0.0,positive,,,,
904,read stem society statement getting vaccinated against covid resbakuna 2021nutritionmonth stemdiver,0.0,0.0,positive,0.0,1.0,0.0,0.0
913,look second philippine information agency employees getting their second dose covid vaccine,0.0,0.0,neutral,0.0,1.0,0.0,0.0
916,father vaccinated with janssen best vaccine your resbakuna,1.0,0.3,positive,,,,
920,resbakuna bidabakunation bidasolusyon plus covid bidaangmaydisiplina,0.0,0.0,neutral,0.0,1.0,0.0,0.0
921,doses done more weeks fully equipped astrazeneca resbakuna,0.5,0.5,neutral,0.0,1.0,0.0,0.0
922,lakas maka gutom nung sinovac resbakuna fullyvaccinated,0.0,0.0,neutral,0.0,1.0,0.0,0.0
924,government aims inoculate million within year achieve population protection amid covid,0.0,0.0,neutral,0.0,1.0,0.0,0.0
925,tingnan karagdagang batch milyong sinovac covid vaccine doses dumating bansa ngayong araw hulyo,0.0,0.0,neutral,0.0,1.0,0.0,0.0
928,itry hahahahahaha chos resbakuna,0.0,0.0,neutral,0.0,1.0,0.0,0.0
930,resbakuna bidasolusyon plus covid bidabakunation bidaangmaydisiplina,0.0,0.0,neutral,0.0,1.0,0.0,0.0
936,navobakuna kabila ulan nagpabakuna ngayon kanilang dose nakatanggap kani,0.0,0.0,neutral,0.0,1.0,0.0,0.0
938,1day johnson johnson janssen vaccination drive registered patients vaccinated deferred resbakuna,0.0,0.0,neutral,0.0,1.0,0.0,0.0
940,dose fully resbakuna,0.0,0.0,neutral,0.0,1.0,0.0,0.0
941,nanawagan siaton negros oriental mayor cezanne fritz diaz kanyang kababayan huwag ipagsawalang bahala,0.0,0.0,neutral,0.0,1.0,0.0,0.0
943,resbakuna thanks 200plusgotvaccinated jose national high school,0.18,0.37,positive,,,,
944,philippine cross vaccinated inmates from navotas bureau jail management penology bjmp yest,-0.05,0.0,neutral,0.0,1.0,0.0,0.0
945,abot kamay lahat mamamayan bakuna kontra covid walang hadlang suliranin hindi kayang lutasin,0.0,0.0,neutral,0.0,1.0,0.0,0.0
948,dili maabot hingpit proteksyon kung dili kumpleto duha tulo semana kahuman mabakunahan giha,0.0,0.0,neutral,0.0,1.0,0.0,0.0
949,diri maaabot hingpit proteksyon diri makumpleto duha tulo semana kahuman mabakunahan gihap,0.0,0.0,neutral,0.0,1.0,0.0,0.0
950,first dose done resbakuna astrazeneca,0.25,0.3333333333333333,neutral,0.0,1.0,0.0,0.0
954,hindi natin makukuha lubos proteksyon hangga hindi umabot dalawa tatlong linggo pagkatapos mabakunaha,0.0,0.0,neutral,0.0,1.0,0.0,0.0
955,vaccinated johnsonandjohnson onedose resbakuna malaybalay bukidnon,0.0,0.0,neutral,0.0,1.0,0.0,0.0
960,resbakuna vaccination pulisngpilipino weserveandprotect,0.0,0.0,neutral,0.0,1.0,0.0,0.0
962,zambosur gets more than vaccines from around vials johnson johnson single dose covid,0.2142857142857143,0.35714285714285715,neutral,0.0,1.0,0.0,0.0
963,resbakuna bidabakunation bidaangmaydisiplina bidasolusyon plus covid july 2021 dose administered,0.0,0.0,neutral,0.0,1.0,0.0,0.0
965,abot kamay lahat mamamayan bakuna kontra covid walang hadlang suliranin hindi kayang lutasin ganyan,0.0,0.0,neutral,0.0,1.0,0.0,0.0
967,this latest shipment brings total number anti covid vaccine doses delivered philippines,0.25,0.825,negative,,,,
968,gusto nang magpabakuna kontra covid pero hindi puwedeng magpabakuna narito sagot mula department,0.0,0.0,neutral,0.0,1.0,0.0,0.0
969,zambosur gets more than vaccines from around vials johnson johnson single dose,0.2142857142857143,0.35714285714285715,neutral,0.0,1.0,0.0,0.0
971,resbakuna 2022 resbak tayo bumili quality bakuna resbakuna2022,0.0,0.0,neutral,0.0,1.0,0.0,0.0
972,kailangan aprubado kung magkakaroon booster shot resbakuna bidabakunation bidasolusyon explainexplainexplain,0.0,0.0,neutral,0.0,1.0,0.0,0.0
973,look another batch million sinovac covid vaccine doses arrived country today july 2021 naia,0.0,0.0,neutral,0.0,1.0,0.0,0.0
976,resbakuna bidasolusyon plus covid explainexplainexplain bidaangmaydisiplina,0.0,0.0,neutral,0.0,1.0,0.0,0.0
978,look another batch million sinovac covid vaccine doses arrived country today july 2021,0.0,0.0,neutral,0.0,1.0,0.0,0.0
980,tingnan karagdagang batch milyong sinovac covid vaccine doses dumating bansa ngayong araw,0.0,0.0,neutral,0.0,1.0,0.0,0.0
982,nanawagan siaton negros oriental mayor cezanne fritz diaz kanyang kababayan huwag ipagsawalang bahala covid,0.0,0.0,neutral,0.0,1.0,0.0,0.0
983,philippine information agency employees getting their second dose covid vaccine national printing office,0.0,0.0,neutral,0.0,1.0,0.0,0.0
985,procured national government baka magthank trinoma naman resbakuna covid19,0.0,0.0,neutral,0.0,1.0,0.0,0.0
991,this morning doses sinovac vaccine arrived philippines flight this part bulk,0.0,0.0,neutral,0.0,1.0,0.0,0.0
994,date total pfizer vaccines have been delivered philippines including donation from,0.0,0.75,neutral,0.0,1.0,0.0,0.0
995,update more than doses covid vaccines have been cleared since february 2021 this figure includes,0.5,0.5,positive,,,,
996,know right information part bidabakunation resbakuna bidasolusyon plus explainexplainexplain bidaangmay,0.2857142857142857,0.5357142857142857,neutral,0.0,1.0,0.0,0.0
997,that fake fact alamin tamang impormasyon tungkol covid vaccines kasama shopee beverly,-0.5,1.0,negative,,,,
998,have untoward reactions they expected they resolve easily these signs that your body builds protection against,0.16666666666666669,0.6166666666666667,positive,,,,
999,sure sure sure tayo kasalukuyang nagbibigay bakuna ginagamit buong mundo sumali bilang,0.5,0.8888888888888888,positive,,,,
1067,bidabakunation pnpkakampimolabansacovid19 pulisngpilipino weserveandprotect,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1148,first dose today thank lord strength vaxxed bidabakunation,0.25,0.3333333333333333,positive,,,,
1209,yehey bidabakunation naman,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1232,philippine information agency employees getting their second dose covid vaccine national prin,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1241,this morning doses sinovac vaccine arrived philippines flight this part,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1242,look philippines received doses pfizer vaccines wednesday night july resbakuna bidabakunatio,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1243,look philippines received doses pfizer vaccines wednesday night july resbakuna,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1248,tingnan doses janssen vaccine nakuha epdh tayug gagamitin vaccine roll,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1252,covid19vaccine caduceus resbakuna bidabakunation pnplabansacovid19 teampnp weserveandprotect pnpkakampimo,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1256,total doses astrazeneca vaccine procured city government vigan arrived july,0.0,0.75,neutral,0.0,1.0,0.0,0.0
1259,kahalagahan bakuna dapat mapaintindi nakakatanda resbakuna bidabakunation bidasolusyon explainexplainexplain,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1260,kahalagahan bakuna dapat mapaintindi nakakatanda resbakuna bidabakunation bidasolusyon,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1262,navobakuna narito listahan mababakunahan doses bukas dose,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1265,ginamit sangguniang kabataan carmen surigao norte social media upang maibahagi tamang imporm,0.03333333333333333,0.06666666666666667,neutral,0.0,1.0,0.0,0.0
1266,alamin mula federation president alfred alburo kung youth youth bakuna program pinapatu,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1268,with total vaccine doses administered philippines remained vaccination administrati,0.0,0.75,neutral,0.0,1.0,0.0,0.0
1271,resbakuna bidabakunation bidasolusyon,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1272,dose vaccine mission accomplished stay safe everyone resbakuna bidabakunation victory height,0.35,0.5,positive,,,,
1273,pagsunod health protocols pagpapabakuna paraan upang maiwasan matulad tayo nangyari ating karat,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1274,panuorin dilg secretary eduardo pinapaalalang magparehistro magpabakuna para inyong proteksyon kontra,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1275,kindly answer before july 2021 monday thank your participation resbakuna bidabakunation,0.6,0.9,positive,,,,
1276,pagsunod health protocols pagpapabakuna paraan upang maiwasan matulad tayo nangyari atin,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1277,marami nang guro nabakunahan kontra covid ibang tinatawagan magpabaku,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1279,nagbabahagi tamang impormasyon mensahe mamamayan usapin covid halaga bakuna laban dito tamang,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1282,nagpabakuna carmen surigao norte mayor proserfina coro upang magsilbing halimbawa mahikayat kanyang,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1285,tinututukang proyekto sangguniang kabataan sinacaban misamis occidental pamamahagi tamang,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1286,nagpabakuna carmen surigao norte mayor proserfina coro upang magsilbing halimbawa mahikayat,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1288,bidaangmaydisiplina ambassador paolo bediones nananawagan publiko magparehistro magpabakuna kontra,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1290,government secured ample supply covid vaccines that could administered throughout august,0.0,0.0,positive,,,,
1292,best vaccine available right vaccines provide better level protection against covid,0.5464285714285714,0.43392857142857144,positive,,,,
1293,astra zeneca vaccination individuals registered individuals vaccinated deferr,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1294,resbakuna department health cordillera received vials janssen covid vaccines earlier today,0.0,0.5,neutral,0.0,1.0,0.0,0.0
1295,nabakunahan natutuwa kami para ngayon ikaw naman manghikayat magpa rehistro magp,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1296,alin dapat piliin bakuna kamatayang dulot covid resbakuna bidabakunation bidasolusyon,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1297,tingnan nakaantabay ngayon libreng sakay inarkila mayor toby tiangco para senior magpapa,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1298,navobakuna umabot nabakunahan first dose covid vaccine ngayong araw kasama ating perso,0.25,0.3333333333333333,neutral,0.0,1.0,0.0,0.0
1301,government secured ample supply covid vaccines that could administered throughout august read,0.0,0.0,positive,,,,
1304,nagbabahagi tamang impormasyon mensahe mamamayan usapin covid halaga bakuna laban dito,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1307,nagpabakuna kapatagan lanao mayor raida bansil maglangit upang ipakita kanyang kababayan,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1312,bakuna para proteksyon lahat resbakuna bidabakunation bidasolusyon explainexplainexplain,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1313,bidaangmaydisiplina ambassador isko moreno nananawagan publiko magparehistro magpabakuna kontra covid,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1315,tingnan doses astrazeneca vaccines doses sinovac ipinadala pangasinan para,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1316,registered individuals successfully vaccinated deferred getvaccinated resbakuna,0.75,0.95,positive,,,,
1318,vaccinated taga register through covid vaccination registration link,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1319,getting vaccinated against covid helps protect from getting sick covid19vaccine caduceus resbakuna,-0.7142857142857143,0.8571428571428571,positive,,,,
1320,navobakuna umabot nabakunahan first dose covid vaccine ngayong araw kasama ating,0.25,0.3333333333333333,neutral,0.0,1.0,0.0,0.0
1324,look philippines administered over million doses covid vaccine july 2021 resbakuna bidabakunat,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1325,look philippines administered over million doses covid vaccine july 2021 resbakuna,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1326,ibang brand bakuna pwede bang gawing booster shots laban covid resbakuna bidabakunation bidasolusyon,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1335,covid19 vaccination program summer capital continues move with total vaccine doses administered reachin,0.0,0.75,neutral,0.0,1.0,0.0,0.0
1338,sinovac vaccine kaya tayong iligtas laban malalang epekto covid resbakuna bidabakunation,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1339,president rodrigo duterte inauguration kilometer portion phase central luzon link,0.0,0.25,neutral,0.0,1.0,0.0,0.0
1340,look arrival latest batch government procured million doses sinovac vaccines ninoy aquino,0.5,0.9,neutral,0.0,1.0,0.0,0.0
1341,sapat pangangailangan sobra sobra kasalukuyang suplay oxygen resbakuna bidabakunation,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1342,ipagpaliban muna anumang pagtitipon tipon maliit malaki nais ipabatid department healt,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1343,bawat dosis bakuna laban covid mahalaga kaya pinaalalahanan vaccine czar carlito galvez,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1344,magpalista magpabakuna resbakuna bidabakunation bidasolusyon explainexplainexplain,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1345,mahigit milyong doses bakuna administer resbakuna bidabakunation bidasolusyon,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1346,kayang maabot population protection lunsod quezon resbakuna bidabakunation bidasolusyon,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1347,look arrival doses astrazeneca covid vaccines private sector local government,0.0,0.1875,neutral,0.0,1.0,0.0,0.0
1348,nagbabahay bahay opisyal kawani lokal pamahalaan alegria surigao norte upang makapamahagi,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1349,incentives sina lola lolo kapag nagpabakuna quezon city resbakuna bidabakunation bidasolusyon,0.0,0.0,positive,,,,
1350,philippine cross opened first bakuna center mindanao lanao chung school iligan chapter,0.049999999999999996,0.14444444444444446,neutral,0.0,1.0,0.0,0.0
1351,resbakuna bidabakunation bidaangmaydisiplina bidasolusyon plus covid july 2021 dose administere,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1355,tunay kung nanaisin paraang gagawin ayos pateros resbakuna bidabakunation bidasolusyon plus covid,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1356,covid vaccines only contain safe ingredients covid19vaccine caduceus resbakuna bidabakunation teampnp,0.25,0.75,positive,,,,
1361,would like address stigma trauma children just recovered from covid just freed from quar,0.0,0.0,positive,,,,
1372,tignan samahan ating bida champion alden richards talunin contravida panoorin video upang,0.0,0.0,positive,,,,
1398,look mecq know differences measures restrictions being implemented under enhanced community quarantin,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1401,know differences similarities level quarantine restrictions between areas covered with some restrictions,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1402,look protocols fully vaccinated individuals presidential spokesperson harry roque announced yesterday protocols,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1403,look guidelines bulacan rizal bulacan rizal remain under general community quarantine until,0.05000000000000002,0.5,neutral,0.0,1.0,0.0,0.0
1404,following detection cases covid delta variant philippines department health reminded,0.0,0.1,neutral,0.0,1.0,0.0,0.0
1405,basahin dapat gawin upang maiwasan pagkalat covid delta variant intheknow covid19 laginghandaph bidasolusy,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1406,president rodrigo duterte approved travel restrictions travelers coming from malaysia thailand prev,0.0,0.0,positive,,,,
1424,bakunation bidasolusyon pnpkakampimolabanacovid19,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1425,bakunation bidasolusyon pnpkakampimo,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1459,stop spread covid vaccinated follow health protocol teampnp weserveandprotect,0.0,0.0,negative,,,,
1469,bureau communications services director florinda princess duque stressed vital role laging,0.1,0.4,negative,,,,
1472,basahin dapat gawin upang maiwasan pagkalat covid delta variant intheknow covid19 laginghandaph,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1479,president rodrigo duterte approved travel restrictions travelers coming from malaysia thail,0.0,0.0,positive,,,,
1486,quick transmission covid delta variant from person another intheknow covid19 laginghandaph,0.3333333333333333,0.5,neutral,0.0,1.0,0.0,0.0
1488,quick transmission covid delta variant from person another intheknow covid19,0.3333333333333333,0.5,neutral,0.0,1.0,0.0,0.0
1497,following detection cases covid delta variant philippines department health remi,0.0,0.1,neutral,0.0,1.0,0.0,0.0
1591,isang taon apat buwan matapos magsimula pandemya banta covid nariyan kaya naman laging tumalima,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1593,isang taon apat buwan matapos magsimula pandemya banta covid nariyan kaya naman laging,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1601,bidasolusyon,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1621,ayaw pagkompyansa bida pahingusgan nato atong proteksyon batok covid bisan ikaw nabakunahan impor,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1622,ayaw pagkompyansa bida pahingusgan nato atong proteksyon batok covid bisan ikaw nabakunahan,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1639,alinlangan kapamilya kaibigan ukol pagbabakuna alamin paraan kung paano sila kakausapin,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1653,look arrival second batch over million doses janssen single shot covid vaccines donated,-0.03571428571428571,0.10714285714285714,neutral,0.0,1.0,0.0,0.0
1660,look arrival million doses janssen covid vaccines donated government through covax,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1672,look deputy chief implementer testing czar secretary vince dizon reported that country able administe,0.5,0.625,neutral,0.0,1.0,0.0,0.0
1675,icymi chief implementer vaccine czar secretary carlito galvez emphasized that national government vacc,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1679,look july philippines received total doses covid vaccines from wehealasoneph,0.0,0.75,neutral,0.0,1.0,0.0,0.0
1689,look july philippines received total doses covid vaccines from,0.0,0.75,neutral,0.0,1.0,0.0,0.0
1694,look deputy chief implementer testing czar secretary vince dizon reported that country able,0.5,0.625,neutral,0.0,1.0,0.0,0.0
1705,look during talk people address president rodrigo duterte said that stricter restrictions might imposed,0.0,0.0,positive,,,,
1710,main consideration deploying these vaccines areas with reported cases delta variant because these,0.16666666666666666,0.3333333333333333,neutral,0.0,1.0,0.0,0.0
1713,icymi chief implementer vaccine czar secretary carlito galvez emphasized that national government,0.0,0.0,positive,0.0,1.0,0.0,0.0
1717,look during talk people address president rodrigo duterte said that stricter restrictions might,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1718,davao city philippines already stockpile doses anti covid vaccines which will sufficie,0.0,0.0,negative,,,,
1719,government said would also establish more quarantine healthcare facilities while border controls will also,0.5,0.5,neutral,0.0,1.0,0.0,0.0
1720,government aims fully vaccinate seven million filipinos july wehealasoneph covid19ph,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1727,government said would also establish more quarantine healthcare facilities while border controls will,0.5,0.5,positive,0.0,1.0,0.0,0.0
1728,covid19 prevention tips beat covid wehealasoneph pulisatkomunidad pnpkakampimo,0.0,0.0,negative,0.0,1.0,0.0,0.0
1733,davao city philippines already stockpile doses anti covid vaccines which will,0.0,0.0,positive,,,,
1737,philippine fishermen claim continued chinese hara hope,0.0,0.0,positive,,,,
1738,look chief implementer vaccine czar secretary carlito galvez welcomes increase vaccine confidence,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1739,million doses sinovac were delivered last july 2021 country received total million sinovac,0.0,0.4083333333333333,neutral,0.0,1.0,0.0,0.0
1740,read inter agency task force management emerging infectious diseases iatf resolution signed,0.0,0.0,neutral,0.0,1.0,0.0,0.0
0,thanks prrd recognizing juan program manila your kind words president,0.4,0.55,neutral,0.0,1.0,0.0,0.0
1,professor ranjit octa research wala kaming masabi vaccination implementation bansa kasi kahit konti,0.0,0.0,neutral,0.0,1.0,0.0,0.0
2,already vaccinated want know still hesitant take click this link answer,0.0,0.0,negative,0.0,1.0,0.0,0.0
6,pasig city mayor vico sotto welcomed guests from national task force pasig sports center mayor sotto also acknow,-0.1,0.1,neutral,0.0,1.0,0.0,0.0
7,vaccination rollout single dose johnson johnson vaccine pasig city eligible senior citizens city,-0.07142857142857142,0.21428571428571427,negative,0.0,1.0,0.0,0.0
8,look rollout johnson johnson vaccine pasig city covidvaccineph,0.0,0.0,neutral,0.0,1.0,0.0,0.0
11,vaccination rollout single dose johnson johnson vaccine pasig city eligible senior citizens,-0.07142857142857142,0.21428571428571427,neutral,0.0,1.0,0.0,0.0
12,pasig city mayor vico sotto welcomed guests from national task force pasig sports center mayor sotto,-0.1,0.1,neutral,0.0,1.0,0.0,0.0
14,covid19vaccineph resbakuna bidabakunation bidasolusyon,0.0,0.0,neutral,0.0,1.0,0.0,0.0
15,experts have said that getting full regimen covid19vaccineph does guarantee will never contract,0.35,0.55,neutral,0.0,1.0,0.0,0.0
17,abscbnnews experts have said that getting full regimen covid19vaccineph does guarantee will,0.35,0.55,neutral,0.0,1.0,0.0,0.0
18,hinikayat dilg eduardo publiko magpabakuna kontra covid19 lalo ngayo banta,0.0,0.0,neutral,0.0,1.0,0.0,0.0
19,entry rule lapu lapu city discriminatory prescriptive covid19vaccineph,0.0,0.0,neutral,0.0,1.0,0.0,0.0
23,alamin delta variant paggamit dose booster shot tinalakay covid19vaccineph,0.0,0.0,neutral,0.0,1.0,0.0,0.0
27,marikina city 15mins mula dumating hanggang maturok bakuna juan city 30mins nakapila,0.0,0.0,neutral,0.0,1.0,0.0,0.0
28,kawalan sistema pila bakunahan andres sports complex maynila inirereklamo covid19vaccineph,-0.3,0.4,neutral,0.0,1.0,0.0,0.0
33,inulan naging siksikan nagkaroon umano kalituhan pila naging sitwasyon isang vaccination,0.0,0.0,neutral,0.0,1.0,0.0,0.0
34,just dose vaccine using sinovac fully vaccinated myself well done,0.0,0.0,neutral,0.0,1.0,0.0,0.0
42,early first week july company ordered vaccines from been waiting iatf sign this,0.175,0.31666666666666665,neutral,0.0,1.0,0.0,0.0
43,while vaccine assurance that will virus will prevent from getting seriously,-0.3333333333333333,0.6666666666666666,positive,,,,
45,gutierrez roque philippines administered million covid19 jabs monday million filipinos already,0.0,0.0,neutral,0.0,1.0,0.0,0.0
47,your vaccine your shield protect fight against corona virus coronavirus covid19 covid19vaccineph vaccinatedandh,0.0,0.0,neutral,0.16,0.679,0.16,0.0
48,manila opens covid19 vaccination covid19vaccineph,0.0,0.0,neutral,0.0,1.0,0.0,0.0
49,doses sinovac vaccine tourism workers arrive boracay covid19vaccineph,0.0,0.0,neutral,0.0,1.0,0.0,0.0
50,after assist employee covid vaccine thank much naisingit kami covid19vacc,0.2,0.2,positive,,,,
51,getting dose this week pero ngayong dose lang meron feeling kahit sipon immune,0.0,0.0,neutral,0.0,1.0,0.0,0.0
52,doses sinovac vaccine para tourism workers nasa boracay covid19vaccineph,0.0,0.0,neutral,0.0,1.0,0.0,0.0
53,time billions vaccinated individuals have silenced naysayers only thing that slow this down,-0.15185185185185188,0.562962962962963,neutral,0.0,1.0,0.0,0.0
54,time billions vaccinated individuals have silenced naysayers only thing that slow this down reall,-0.15185185185185188,0.562962962962963,neutral,0.0,1.0,0.0,0.0
55,during peak wave covid19 india oxygen shortage lead more deaths shares views,0.5,0.5,positive,,,,
56,during peak wave covid19 india oxygen shortage lead more deaths shares,0.5,0.5,positive,,,,
66,after assist employee covid vaccine thank much naisingit kami,0.2,0.2,positive,,,,
73,your vaccine your shield protect fight against corona virus coronavirus covid19 covid19vaccineph,0.0,0.0,neutral,0.171,0.658,0.171,0.0
74,over more doses pfizer vaccine arrive covid19vaccineph,0.5,0.5,neutral,0.0,1.0,0.0,0.0
77,gutierrez covid19 quarantine classifications will reviewed every days philippines faces threat,0.0,0.0,negative,,,,
79,gutierrez roque philippines administered million covid19 jabs monday million filipinos,0.0,0.0,neutral,0.0,1.0,0.0,0.0
86,tingnan dumating pilipinas eroplanong lulan karagdagang doses bakuna kontra covid19 pfizer,0.0,0.0,neutral,0.0,1.0,0.0,0.0
596,nagpabakuna dagsa kahit masama panahon covid19vaccineph,0.0,0.0,neutral,0.0,1.0,0.0,0.0
603,alamin epektibo bakuna ngayon kontra delta variant covid19vaccineph,0.0,0.0,neutral,0.0,1.0,0.0,0.0
