,Unnamed: 0,0
491,491,"RT @ABSCBNNews: Two doses of Pfizer, AstraZeneca shots effective against Delta variant, study finds #COVID19 #COVID19VaccinePH https://t.co…"
492,492,"RT @ABSCBNNews: Two doses of Pfizer, AstraZeneca shots effective against Delta variant, study finds #COVID19 #COVID19VaccinePH https://t.co…"
493,493,"RT @ABSCBNNews: Two doses of Pfizer, AstraZeneca shots effective against Delta variant, study finds #COVID19 #COVID19VaccinePH https://t.co…"
494,494,"RT @ABSCBNNews: Two doses of Pfizer, AstraZeneca shots effective against Delta variant, study finds #COVID19 #COVID19VaccinePH https://t.co…"
495,495,"Two doses of Pfizer, AstraZeneca shots effective against Delta variant, study finds #COVID19 #COVID19VaccinePH https://t.co/QmlHt03yfg"
496,496,RT @DZMMTeleRadyo: TINGNAN: Mahaba na ang pila ng mga nais magpabakuna sa San Andres Sports Complex sa Maynila. Ang ilan sa kanila ay nakap…
497,497,"RT @ABSCBNNews: LOOK: Plane carrying government-bought 562,770 doses of Pfizer vaccines arrives in the Philippines on Wednesday evening. #C…"
498,498,"RT @ABSCBNNews: LOOK: Plane carrying government-bought 562,770 doses of Pfizer vaccines arrives in the Philippines on Wednesday evening. #C…"
499,499,RT @ABSCBNNews: People brave the flood as they queue for their #COVID19VaccinePH shot outside the San Andres Sports Complex vaccination sit…
500,500,"RT @ABSCBNNews: LOOK: Plane carrying government-bought 562,770 doses of Pfizer vaccines arrives in the Philippines on Wednesday evening. #C…"
501,501,RT @ABSCBNNews: People brave the flood as they queue for their #COVID19VaccinePH shot outside the San Andres Sports Complex vaccination sit…
502,502,"RT @ABSCBNNews: LOOK: Plane carrying government-bought 562,770 doses of Pfizer vaccines arrives in the Philippines on Wednesday evening. #C…"
503,503,#JanssenVaccin #Janssen #FullyVaccinated #resbakuna  #vaccinated #johnsonandjohnson https://t.co/cKEieIV5R4
504,504,"And they're done. Fully vaccinated finally.
#JanssenVaccin  #Janssen  #resbakuna  #vaccinated  #COVIDVaccines https://t.co/xADcQzpM3R"
505,505,"Fully vaxed 🤟

Send a tiyan 🤣

#altervaccination #altercovid #altercovid19 #resbakuna #alterph #alterdaddy… https://t.co/fwJSmqB5vA"
506,506,Fully vaxxed 💉✔️ Thanks Antips! #BakunadoAntipolo #resbakuna https://t.co/ImDe38gvhI
507,507,The health landscape of the country continues to improve with the continuous arrival of COVID-19 vaccines… https://t.co/XXLEHob4RU
508,508,"2nd Dose of Vaccine done
#resbakuna #Sinovac 
#vaccine 
#CovidVaccine"
509,509,"RT @2ndBenguetPMFC: Bida Bakunation #ResBakuna
PCMS Ian Christian Teneza and other personnel under the supervision of PLTCOL BENSON MACLI-I…"
510,510,"Sa mga senior na magpapabakuna ng Janssen, maaari po kayong magpa-schedule sa https://t.co/zgIemOCZs9 o magwalk-in.… https://t.co/dEIydi0DHB"
511,511,"2/2 done! 

Looking forward to seeing you fully vaccinated as well, fwendz!

#RESBAKUNA https://t.co/oxhNNTk135"
512,512,"#SONA
#SONA2021
#StateOfTheNationAddress
#COVID19PH
#COVID19Vaccines
#ResBakuna
#LetranFourthEstate"
513,513,"RT @DOHgovph: Tandaan: Suportahan lamang ang FDA-approved na bakuna laban sa COVID-19 para sa kumpletong proteksyon!

#RESBAKUNA
#BIDABakun…"
514,514,"✅ 1st Dose
✅ 2nd Dose

One of the best talaga ang CR ng Country Club. Chz haha. MAGPABAKUNA laban sa #COVID19!… https://t.co/ssGsK4YLjT"
515,515,"RT @2ndBenguetPMFC: Bida Bakunation #ResBakuna
PCMS Ian Christian Teneza and other personnel under the supervision of PLTCOL BENSON MACLI-I…"
516,516,"Six cinemas. One shot. Second dose.

#SMCinemaTour #ResBakuna #IloiloPabakunaTa https://t.co/nCr4alMjOu"
517,517,"#RESBAKUNA
#PULISNGPILIPINO
#WESERVEANDPROTECT
#PNPKAKAMPIMO https://t.co/fgFEgz9p8g"
518,518,"#RESBAKUNA
#PULISNGPILIPINO
#WESERVEANDPROTECT
#PNPKAKAMPIMO https://t.co/1nBah5Dhyx"
519,519,"#RESBAKUNA
#PULISNGPILIPINO
#WESERVEANDPROTECT
#PNPKAKAMPIMO https://t.co/FgRG9VZ88d"
520,520,"#RESBAKUNA
#PULISNGPILIPINO
#WESERVEANDPROTECT
#PNPKAKAMPIMO https://t.co/IzWkMoDCTY"
521,521,"RT @DOHgovph: Let’s realize a world protected from COVID-19!

472,356. This was the number of jabs administered last July 22, 2021, a recor…"
522,522,"RT @DOHgovph: Para sa matatag na pagsasama... Ako ay re-ResBakuna!

#RESBAKUNA, kasangga ng mga BIDA! Sama sama tayo sa #BIDABakunation!

#…"
523,523,"RT @DOHgovph: Dahil may hypertension ako, ako ay re-RESBAKUNA para sa dagdag na proteksyon!

#RESBAKUNA, kasangga ng mga BIDA! Sama sama ta…"
524,524,"RT @ZCPS9Ayala: #RESBAKUNA 
#KasanggaNgBida 
#PulisNgPilipino
#WeServeAndProtect
#PNPKakampiMo https://t.co/XILL3F14II"
525,525,"RT @ZCPS9Ayala: #RESBAKUNA 
#KasanggaNgBida 
#PulisNgPilipino
#WeServeAndProtect
#PNPKakampiMo https://t.co/lJYDCp4Iof"
526,526,"I'm done for first dose of #sinovacvaccine vs #COVID19 RESBAKuna Tayo 
#RESBAKuna #vacctothefuture #covidvacccine… https://t.co/QTj2UbIFAO"
527,527,"RT @DOHgovph: Dahil may hypertension ako, ako ay re-RESBAKUNA para sa dagdag na proteksyon!

#RESBAKUNA, kasangga ng mga BIDA! Sama sama ta…"
528,528,"Get vaccinated 💉
#RESBAKUNA #vaccinated #johnsonandjohnson https://t.co/oUa7fdztWG"
529,529,"1st dose done ✅
Aztrazeneca side effect is real 😷
#Astrazeneca #CovidVaccine #RESBAKUNA https://t.co/reu4CRB4Bz"
530,530,"RT @DOHgovph: Tandaan: Suportahan lamang ang FDA-approved na bakuna laban sa COVID-19 para sa kumpletong proteksyon!

#RESBAKUNA
#BIDABakun…"
531,531,"I got mine....
#RESBAKUNA 
#altermisocc
#johnson&amp;johnson https://t.co/xBjwz0IZAT"
532,532,"RT @PIADesk: With a total of 1, 202, 421 vaccine doses administered, the Philippines remained 2nd in the vaccination administration among 1…"
533,533,"The Philippines 🇵🇭 can do this too! Get your COVID-19 shot now and be part of the BIDA BAKUNATION! 💪💉

#RESBAKUNA… https://t.co/xmJ7ND7voh"
534,534,"RT @DOHgovph: Let’s realize a world protected from COVID-19!

472,356. This was the number of jabs administered last July 22, 2021, a recor…"
535,535,"RT @DOHgovph: Dahil may hypertension ako, ako ay re-RESBAKUNA para sa dagdag na proteksyon!

#RESBAKUNA, kasangga ng mga BIDA! Sama sama ta…"
536,536,"RT @DOHgovph: Tandaan: Suportahan lamang ang FDA-approved na bakuna laban sa COVID-19 para sa kumpletong proteksyon!

#RESBAKUNA
#BIDABakun…"
537,537,"Philippine Red Cross’ Bakuna Centers continue to go full speed on the vaccination program.
Read more:… https://t.co/T1XbreXmRp"
538,538,i'm finally fully vaccinated 🥳 #LigtasNaBalikEskwela #RESBAKUNA https://t.co/iFeHigxJ6e
539,539,"Fully vaxxed! 💉🩹

#MandaVax
#Resbakuna
#Astrazenica https://t.co/WPbHQ1VbDH"
540,540,"RT @PIADesk: With a total of 1, 202, 421 vaccine doses administered, the Philippines remained 2nd in the vaccination administration among 1…"
541,541,"More and more are wanting to get the jab!💪🙏
Together, let's end this pandemic.

#Resbakuna https://t.co/kghVbhjspt"
542,542,"With a total of 1, 202, 421 vaccine doses administered, the Philippines remained 2nd in the vaccination administrat… https://t.co/nHPMiK9jEx"
543,543,A day away from our usual assessements -- HTAU as today's vax team volunteers 🇵🇭 #HTA4UHC #HTAphilippines… https://t.co/dSq3UiD77f
544,544,"Cebu City Area. Question
Asa Vaccination Center nga pwede maka walk in then ma.asikaso dayun!?!?!?
Nag register na… https://t.co/N35IAl3dqh"
545,545,Salamat @Mayora_Abby at vaccinated na ang nanay ko.  Matagal namin siyang nakumbinsi kaya kami ay nagagalak at prot… https://t.co/J1Lif3Ujye
546,546,"#BIDABakunation
#RESBAKUNA https://t.co/EOPInpZMlp"
547,547,"#BIDABakunation
#RESBAKUNA https://t.co/PRShdAslRZ"
548,548,"Guess what? Just now. Just today. Vaccine is the only way.

#1stDose
#ManilaVax
#AstraZeneca
#Resbakuna… https://t.co/exT6a6IX2W"
549,549,"Bida Bakunation #ResBakuna
PCMS Ian Christian Teneza and other personnel under the supervision of PLTCOL BENSON MAC… https://t.co/dzzyPQd3Pk"
550,550,"RT @DOHgovph: Tandaan: Suportahan lamang ang FDA-approved na bakuna laban sa COVID-19 para sa kumpletong proteksyon!

#RESBAKUNA
#BIDABakun…"
551,551,"Inilahad ni Washington, Surigao City SK Federation President Kent John Kho ang kahalagahan ng Community Radio Broad… https://t.co/uVoVvihSn5"
552,552,May mobile vaccination team sa Surigao City  para sa mga gustong magpabakuna ngunit hindi makapunta sa vaccination… https://t.co/Q5amoJZljp
553,553,"Tandaan: Suportahan lamang ang FDA-approved na bakuna laban sa COVID-19 para sa kumpletong proteksyon!

#RESBAKUNA… https://t.co/Ldoe3PgY6u"
554,554,Gaano karami ang target ng lokal na pamahalaan ng Surigao City na mabakunahan araw-araw? Basahin ang sagot ni Mayor… https://t.co/gG0bAilrgy
555,555,"Pinaalalahanan ni Pangulong Duterte ang mga ayaw na magpabakuna na nilalagay nila ang kanilang sarili, pamilya, at… https://t.co/eFhbC7Gv7B"
556,556,"RT @ntfcovid19ph: LOOK: NTF Chief Implementer and Vaccine Czar Secretary Carlito Galvez Jr., expressed optimism that we will achieve popula…"
557,557,"RT @DOHgovph: Dahil may hypertension ako, ako ay re-RESBAKUNA para sa dagdag na proteksyon!

#RESBAKUNA, kasangga ng mga BIDA! Sama sama ta…"
558,558,"For this year, the Philippines has secured a total of 164 million COVID-19 vaccine doses. 

#RESBAKUNA… https://t.co/AeqpvL3iuS"
559,559,Nagtutulungan ang LGUs at Healthcare workers sa pagpapalaganap ng kahalagahan at kaligtasan ng COVID-19 vaccine sa… https://t.co/fZ8PcJpHzp
560,560,LOOK: Arrival of 1 Million doses of Sinovac vaccines at the Ninoy Aquino International Airport (NAIA) Terminal 3 on… https://t.co/Jflu9Tf3r2
561,561,"Panawagan ni Pangulong Rodrigo Duterte sa mga mamamayan na maniwala sa importansya ng bakuna. 
#RESBAKUNA… https://t.co/71SJ2D8R4k"
562,562,"Hinikayat ni SK Federation President Dheno D. Estrada sa mga taga Sagay, Camiguin na magpabakuna na.
#RESBAKUNA… https://t.co/gGL3ciMrdl"
563,563,"Maayos na naipaliwanag ni Sagay, Camiguin Mayor Joseph Uayan sa kanyang mga kababayan ang kabutihang dulot ng bakun… https://t.co/CmmuuAoCeP"
564,564,"Mismong si Mayor Joseph Uayan ang katulong ng mga punong barangay Sagay, Camiguin upang makapamahagi ng tamang impo… https://t.co/PjUBijAIzh"
565,565,"Nilabanan ang COVID-19 Vaccine disinformation sa Sagay, Camiguin.
#RESBAKUNA #BIDABakunation #BIDASolusyon+… https://t.co/cPOpgOpOnk"
566,566,"Kahalagahan ng bakuna, ipinalaganap sa mga kabataan ng Sagay, Camiguin.
#RESBAKUNA #BIDABakunation #BIDASolusyon+… https://t.co/YNzPooxkbN"
567,567,"Ginamit ng Sagay, Camiguin Mayor ang pagiging nurse para maipaintindi ang kaligtasan ng COVID-19 vaccine.… https://t.co/dR1whToUKD"
568,568,"COVID-19 vaccines, aasahang pabababain ang cases sa Malaysia.
#RESBAKUNA #BIDABakunation #BIDASolusyon+… https://t.co/3QL1GPvNKH"
569,569,RT @ntfcovid19ph: WATCH: Another batch of 1.5 million government-procured Sinovac anti-COVID vaccine doses arrived in the country on Thursd…
570,570,"RT @ntfcovid19ph: As of July 22, a total of 16,426,267 anti-COVID-19 shots have been administered. Of this number, 5,560,029 Filipinos have…"
571,571,"RT @DOHgovph: Dahil may hypertension ako, ako ay re-RESBAKUNA para sa dagdag na proteksyon!

#RESBAKUNA, kasangga ng mga BIDA! Sama sama ta…"
572,572,RT @PIADesk: Sec Martin Andanar highlighted anew the significant role of media workers in spreading correct and timely information and upda…
573,573,RT @ntfcovid19ph: WATCH: More than 500k doses of government-procured Pfizer-BioNTech anti-COVID vaccines arrived in the Philippines on Wedn…
574,574,"RT @DOHgovph: Let’s realize a world protected from COVID-19!

472,356. This was the number of jabs administered last July 22, 2021, a recor…"
575,575,RT @PIADesk: PCOO Secretary Martin Andanar reiterated the civic duty of local radio and news reporters to allow their programs to be an ave…
576,576,May nagbigay na naman ng money sa gcash hahaha labyu all. Also fully vaccinated na akoooo❤️ #ResBAKUNA #VaccinesWork #VaccinesSaveLives
577,577,"RT @DOHgovph: Dahil may hypertension ako, ako ay re-RESBAKUNA para sa dagdag na proteksyon!

#RESBAKUNA, kasangga ng mga BIDA! Sama sama ta…"
578,578,"RT @PIADesk: Pinaalalahanan ni Pangulong Duterte ang mga ayaw na magpabakuna na nilalagay nila ang kanilang sarili, pamilya, at mga nakakas…"
579,579,Hey friends living in Manila if you would want to get vaccinated kindly register on the link down below.… https://t.co/m34z5yx6Iu
580,580,"RT @PIADesk: LOOK: With a total of 16,426,267 doses of vaccine administered, the Philippines ranks 25th out of 200 countries globally, 10th…"
581,581,"RT @PIADesk: Severe case na dulot ng Delta variant, naaagapan kapag nabakunahan.
#RESBAKUNA #BIDABakunation #BIDASolusyon+ #ExplainExplainE…"
582,582,"RT @DOHgovph: Let’s realize a world protected from COVID-19!

472,356. This was the number of jabs administered last July 22, 2021, a recor…"
583,583,"RT @DOHgovph: Dahil may hypertension ako, ako ay re-RESBAKUNA para sa dagdag na proteksyon!

#RESBAKUNA, kasangga ng mga BIDA! Sama sama ta…"
584,584,"RT @PIADesk: Severe case na dulot ng Delta variant, naaagapan kapag nabakunahan.
#RESBAKUNA #BIDABakunation #BIDASolusyon+ #ExplainExplainE…"
585,585,Sana tigilan ng ng LGU yun mga nonesense clearance na sya vaccination kawawa mga pasyente! Sunod na lang kayo sa DO… https://t.co/DybrEWocQi
586,586,"RT @bcs_gov: Sa kabila ng ating nakikitang pagbaba ng mga kaso ng COVID-19, huwag tayong maging kapante. Ituloy lamang and pagsunod sa mini…"
587,587,"RT @bcs_gov: In his Talk to the People on May 31, 2021, the President encouraged local government leaders to incorporate technology and adv…"
588,588,"The mRNA COVID-19 vaccines are as safe as other vaccines 👇

#COVID19Vaccine “Caduceus”
#RESBAKUNA
#BIDABakunation… https://t.co/EkZNsvT2BN"
589,589,"RT @ntfcovid19ph: ALAMIN!

[1/2]
Ikaw ba ay isang manggagawa ng gobyerno/pribadong kumpanya o self-employed? Kasama ka sa A4 priority group…"
590,590,"Severe case na dulot ng Delta variant, naaagapan kapag nabakunahan.
#RESBAKUNA #BIDABakunation #BIDASolusyon+… https://t.co/tfQ5P20smU"
591,591,"RT @royalbluedivine: Get vaccine, too! #Resbakuna #VaccinesWork
#KathNi

https://t.co/daxry1rgZv https://t.co/mm4zsPNqD9"
592,592,RT @adrianlindayag: second dose ✔️ fully vaxxed na si vaks! #overusedcaption 😂 get yourselves vaccinated if you have the chance! let’s help…
593,593,"@inquirerdotnet Ang #resbakuna naging #NagaVax na haha! Sabi ni pduts dati, mamalengke daw si mema ng vax, di namn… https://t.co/YHk5n5EIHW"
594,594,"RT @DepEd_PH: #SelfCareSabado 💚 

Mahalagang parte ng ating self-care routine ang panatilihing ligtas at malusog ang sarili lalo na ngayong…"
595,595,@PhilippineStar wow si madumb mama leni na pala ang proponent ng Covid Vaccine ngayon? kailan pa ? #CreditGrabQueen… https://t.co/bAWzYgV2tc
596,596,"I love my company, God knows I do.  Pero dioskoh, ang bagal ng rollout ng vaccine!  With the Delta variant lurking,… https://t.co/eSO5uIlvxq"
597,597,"RT @DOHgovph: Dahil may hypertension ako, ako ay re-RESBAKUNA para sa dagdag na proteksyon!

#RESBAKUNA, kasangga ng mga BIDA! Sama sama ta…"
598,598,"#Covid19 #FullyVaxxed 

Thank you very much #MandaVaxx #ResBakuna c/o @loveyourselfph for your generosity and care.… https://t.co/yypGNTkRer"
599,599,President Rodrigo Duterte inspects the new Clark International Airport Passenger Terminal Building.… https://t.co/xNyo2Bzdz2
600,600,"RT @DOHgovph: Dahil may hypertension ako, ako ay re-RESBAKUNA para sa dagdag na proteksyon!

#RESBAKUNA, kasangga ng mga BIDA! Sama sama ta…"
601,601,@itsmajess @IdontKieer #RESBAKUNA TODO TODO 2021 HAHAHAHAHAHA!
602,602,"RT @royalbluedivine: Get vaccine, too! #Resbakuna #VaccinesWork
#KathNi

https://t.co/daxry1rgZv https://t.co/mm4zsPNqD9"
603,603,"RT @DOHgovph: Dahil may hypertension ako, ako ay re-RESBAKUNA para sa dagdag na proteksyon!

#RESBAKUNA, kasangga ng mga BIDA! Sama sama ta…"
604,604,"RT @KATHTropaOFC: Tita @Marissa1Soriano with KathNiel 💙

""Happy! Happy! Joy! Joy! 🥳🥰🤩""
🔗 https://t.co/DlXetEg3tP
@bernardokath @imdanielpad…"
605,605,"Get vaccine, too! #Resbakuna #VaccinesWork
#KathNi

https://t.co/daxry1rgZv https://t.co/mm4zsPNqD9"
606,606,"RT @royalbluedivine: ""2nd dose done! ☺️

Pabakuna na din po kayo 🖤""

#VaccinesWork #Resbakuna @imdanielpadilla https://t.co/n0jGw04Vsm"
607,607,"RT @royalbluedivine: ""2nd dose done! ☺️

Pabakuna na din po kayo 🖤""

#VaccinesWork #Resbakuna @imdanielpadilla https://t.co/n0jGw04Vsm"
608,608,"RT @royalbluedivine: ""2nd dose done! ☺️

Pabakuna na din po kayo 🖤""

#VaccinesWork #Resbakuna @imdanielpadilla https://t.co/n0jGw04Vsm"
609,609,"NAVOBAKUNA | Sa tala ng ating City Health Office, 104,379 na ang nakatanggap ng first dose ng COVID-19 vaccine. Sa… https://t.co/7WHqWKmCYO"
610,610,"RT @royalbluedivine: ""2nd dose done! ☺️

Pabakuna na din po kayo 🖤""

#VaccinesWork #Resbakuna @imdanielpadilla https://t.co/n0jGw04Vsm"
611,611,"""2nd dose done! ☺️

Pabakuna na din po kayo 🖤""

#VaccinesWork #Resbakuna @imdanielpadilla https://t.co/n0jGw04Vsm"
612,612,"RT @DOHgovph: Dahil may hypertension ako, ako ay re-RESBAKUNA para sa dagdag na proteksyon!

#RESBAKUNA, kasangga ng mga BIDA! Sama sama ta…"
613,613,"TIGNAN: Nasa 97,567 na ang nabakunahan sa Bataan. 56,349 sa kanila ay tumanggap na ng second dose. 

#RESBAKUNA… https://t.co/qRPQCSZHRK"
614,614,"Dahil batang PUP ako, sanay na po tayo sa mahahabang pila!  Brings back good old memories of my college years. #ResBakuna"
615,615,"RT @DOHgovph: Let’s realize a world protected from COVID-19!

472,356. This was the number of jabs administered last July 22, 2021, a recor…"
616,616,"RT @DepEd_PH: #SelfCareSabado 💚 

Mahalagang parte ng ating self-care routine ang panatilihing ligtas at malusog ang sarili lalo na ngayong…"
617,617,"RT @ntfcovid19ph: LOOK: NTF Chief Implementer and Vaccine Czar Secretary Carlito Galvez Jr., expressed optimism that we will achieve popula…"
618,618,"“ALL VACCINES WORK” 

Ayon kay Dr. Anne, ito raw ay patunay na epektibo ang bakuna para maiwasan ang severe COVID-1… https://t.co/mHBkhutsXq"
619,619,"lf: ka-chat. dm @btsonyeondanica @frenztroyy 
- parehos ni sila duwa alam
- witty, can make u laugh and laugh laugh… https://t.co/r1O5bAC8of"
620,620,"With COVID-19 cased rising plus the Delta variant, best to stay safe Sugboanons! 

When going outside, follow safet… https://t.co/BgON16eJGx"
621,621,"RT @DOHgovph: Para sa matatag na pagsasama... Ako ay re-ResBakuna!

#RESBAKUNA, kasangga ng mga BIDA! Sama sama tayo sa #BIDABakunation!

#…"
622,622,"RT @DOHgovph: Dahil may hypertension ako, ako ay re-RESBAKUNA para sa dagdag na proteksyon!

#RESBAKUNA, kasangga ng mga BIDA! Sama sama ta…"
623,623,"RT @DOHgovph: Let’s realize a world protected from COVID-19!

472,356. This was the number of jabs administered last July 22, 2021, a recor…"
624,624,"RT @central_pol: #Resbakuna 
#WeserveandProtect 
#PNPKakampiMo 
#ZCPS11StriveforExcellence https://t.co/zAOcJdYHEn"
625,625,"RT @central_pol: #Resbakuna 
#WeserveandProtect 
#PNPKakampiMo 
#ZCPS11StriveforExcellence https://t.co/ElFrENw6fd"
626,626,"RT @PIADesk: LOOK: With a total of 16,426,267 doses of vaccine administered, the Philippines ranks 25th out of 200 countries globally, 10th…"
627,627,"RT @ShopeePH: Nagpabakuna na ba ang iyong mga kaibigan at kapamilya? 💉

Importanteng iparamdam natin sa kanila na mahal natin sila kaya gus…"
628,628,"Got vaccinated today!!!! and super biglaan like JWU sis. 🤣
ps: pinagdrive lang ako ng jowa q since navaccine na sya… https://t.co/AxAi7YPQ0o"
629,629,"RT @DOHgovph: Let’s realize a world protected from COVID-19!

472,356. This was the number of jabs administered last July 22, 2021, a recor…"
630,630,"RT @DOHgovph: Para sa matatag na pagsasama... Ako ay re-ResBakuna!

#RESBAKUNA, kasangga ng mga BIDA! Sama sama tayo sa #BIDABakunation!

#…"
631,631,Kaya dumami na yung nagpa vaccine AlDub lang SAKALAM #RESBAKUNA #VaccinesWork #Dabarkads #magpabakuna… https://t.co/RfR2DUWaqo
632,632,"RT @DOHgovph: Dahil may hypertension ako, ako ay re-RESBAKUNA para sa dagdag na proteksyon!

#RESBAKUNA, kasangga ng mga BIDA! Sama sama ta…"
633,633,"RT @DOHgovph: Dahil may hypertension ako, ako ay re-RESBAKUNA para sa dagdag na proteksyon!

#RESBAKUNA, kasangga ng mga BIDA! Sama sama ta…"
634,634,"Kung anong meron, ipaturok mo na.

#RESBAKUNA #FirstDose https://t.co/DXbEm9qhH9"
635,635,"RT @DepEd_PH: #SelfCareSabado 💚 

Mahalagang parte ng ating self-care routine ang panatilihing ligtas at malusog ang sarili lalo na ngayong…"
636,636,"RT @KATHTropaOFC: Tita @Marissa1Soriano with KathNiel 💙

""Happy! Happy! Joy! Joy! 🥳🥰🤩""
🔗 https://t.co/DlXetEg3tP
@bernardokath @imdanielpad…"
637,637,"gusto ko man ipakita akon butkon while gpapicture sa #ResBakuna na poster tas ma caption mn ko dayon ""got my first… https://t.co/eCUvCV2T2A"
638,638,"RT @proudkuripot88: Bakuna Benefits : Best Deals, Perks and Promos for Vaccinated Foodies https://t.co/00oY4YgOYB #CheapEats #Foodie #FoodP…"
639,639,"Ready nko ma zombie

#Janssen 
#RESBAKUNA https://t.co/dTRtCt3eiC"
640,640,My first dose of Covid-19 vaccine will be this coming Monday and I couldn't be any happier. 😊 #RESBAKUNA
641,641,"DONE! 💉

Thankful and grateful 🙏🏻

PS
Who would've thought that I will be getting COVID-19 shots on Khun's birthday… https://t.co/LQKAPF7OHw"
642,642,"RT @DOHgovph: Para sa kumpletong pamilya... Ako ay re-ResBakuna!

#RESBAKUNA, kasangga ng mga BIDA! Sama sama tayo sa #BIDABakunation!

#BI…"
643,643,"RT @DOHgovph: #RESBAKUNA
#BIDASolusyon Plus sa COVID-19!
#BIDAangMayDisiplina
#ExplainExplainExplain https://t.co/W2NHng4Z1U"
644,644,"RT @DOHgovph: Kahit may heart condition ako, kayang kaya pa rin labanan ang COVID-19!

Ako ay re-RESBAKUNA para sa dagdag na proteksyon!

#…"
645,645,"RT @DOHgovph: Let’s realize a world protected from COVID-19!

391,283. This was the number of jabs administered last July 15, 2021, a recor…"
646,646,"#SelfCareSabado 💚 

Mahalagang parte ng ating self-care routine ang panatilihing ligtas at malusog ang sarili lalo… https://t.co/W6pNoi6SEz"
647,647,"RT @DOHgovph: Let’s realize a world protected from COVID-19!

472,356. This was the number of jabs administered last July 22, 2021, a recor…"
648,648,"RT @DOHgovph: Para sa matatag na pagsasama... Ako ay re-ResBakuna!

#RESBAKUNA, kasangga ng mga BIDA! Sama sama tayo sa #BIDABakunation!

#…"
649,649,"RT @PIADesk: LOOK: With a total of 16,426,267 doses of vaccine administered, the Philippines ranks 25th out of 200 countries globally, 10th…"
650,650,"RT @ntfcovid19ph: LOOK: NTF Chief Implementer and Vaccine Czar Secretary Carlito Galvez Jr., expressed optimism that we will achieve popula…"
651,651,RT @ntfcovid19ph: WATCH: More than 500k doses of government-procured Pfizer-BioNTech anti-COVID vaccines arrived in the Philippines on Wedn…
652,652,"RT @PIADesk: LOOK: As of July 23, the Philippines has received a total of 30,985,130 doses of COVID-19 vaccines.

#RESBAKUNA #BIDABakunatio…"
653,653,"LOOK: As of July 23, the Philippines has received a total of 30,985,130 doses of COVID-19 vaccines.

#RESBAKUNA… https://t.co/Xz8SX1I2Ln"
654,654,"RT @proudkuripot88: Bakuna Benefits : Best Deals, Perks and Promos for Vaccinated Foodies https://t.co/00oY4YgOYB #CheapEats #Foodie #FoodP…"
655,655,"Hagya ng pumayag mag pa bakuna si erpats, pang away pa kami niyan 😜 #Jansean #Resbakuna #ZeroCovid https://t.co/36KG7UcvWF"
656,656,"RT @ntfcovid19ph: LOOK: NTF Chief Implementer and Vaccine Czar Secretary Carlito Galvez Jr., expressed optimism that we will achieve popula…"
657,657,"@gmanetwork #WeHealAsOne 
#WeRiseAsOne 
#ResBakuna 
Kudos to these celebs.
Wag maging Isabel Daza🙄"
658,658,"This is the sign you are looking for. If you can get the vaccine, PLEASE grab that chance. Now is not the time to b… https://t.co/uKP05DeZL1"
659,659,"RT @ntfcovid19ph: LOOK: NTF Chief Implementer and Vaccine Czar Secretary Carlito Galvez Jr., expressed optimism that we will achieve popula…"
660,660,"Inilahad ni Washington, Surigao City SK Federation President Kent John Kho ang kahalagahan ng Community Radio Broad… https://t.co/H3RZt3zvdm"
661,661,"RT @ntfcovid19ph: LOOK: NTF Chief Implementer and Vaccine Czar Secretary Carlito Galvez Jr., expressed optimism that we will achieve popula…"
662,662,"Thank you, Johnson&amp;Johnsons!💉🩹 @CEmarchix #Resbakuna #FullyVaccinated #OneDose  #JohnsonAndJohnsons #FightCovid19 https://t.co/8ua3o60mlB"
663,663,"Finally, our parents got vaccinated today. (J&amp;J CV19) Couldn’t be happier! Thank you Caloocan City LGU. 👊🏻 Thank yo… https://t.co/nedctLyZpS"
664,664,"RT @DOHgovph: Let’s realize a world protected from COVID-19!

472,356. This was the number of jabs administered last July 22, 2021, a recor…"
665,665,"RT @DOHgovph: Para sa matatag na pagsasama... Ako ay re-ResBakuna!

#RESBAKUNA, kasangga ng mga BIDA! Sama sama tayo sa #BIDABakunation!

#…"
666,666,"When there is opportunity for vaccination, grab na guysess.

thank You, Lord for this day! #Resbakuna #GetheJab https://t.co/c5WPTrG0NF"
667,667,"RT @DOHgovph: Let’s realize a world protected from COVID-19!

472,356. This was the number of jabs administered last July 22, 2021, a recor…"
668,668,"RT @DOHgovph: Para sa matatag na pagsasama... Ako ay re-ResBakuna!

#RESBAKUNA, kasangga ng mga BIDA! Sama sama tayo sa #BIDABakunation!

#…"
669,669,"RT @KATHTropaOFC: Tita @Marissa1Soriano with KathNiel 💙

""Happy! Happy! Joy! Joy! 🥳🥰🤩""
🔗 https://t.co/DlXetEg3tP
@bernardokath @imdanielpad…"
670,670,"RT @ntfcovid19ph: LOOK: NTF Chief Implementer and Vaccine Czar Secretary Carlito Galvez Jr., expressed optimism that we will achieve popula…"
671,671,"RT @DOHgovph: Let’s realize a world protected from COVID-19!

472,356. This was the number of jabs administered last July 22, 2021, a recor…"
672,672,"RT @DOHgovph: Para sa matatag na pagsasama... Ako ay re-ResBakuna!

#RESBAKUNA, kasangga ng mga BIDA! Sama sama tayo sa #BIDABakunation!

#…"
673,673,"RT @DOHgovph: Let’s realize a world protected from COVID-19!

472,356. This was the number of jabs administered last July 22, 2021, a recor…"
